gradyear,gender,age,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,cute,sex,sexy,hot,kissed,dance,band,marching,music,rock,god,church,jesus,bible,hair,dress,blonde,mall,shopping,clothes,hollister,abercrombie,die,death,drunk,drugs,cluster,pca1,pca2
2007,U,17.7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,-0.721992242981773,-0.5527456238137687
2007,F,17.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.207487061038917,-0.0685386604892799
2008,U,16.945,84,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.3624507183139712,-1.2895982820462504
2009,F,15.795,32,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.22192825670422703,-0.8358081490530869
2008,F,16.682,31,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1.198547062066588,0.15639012155258727
2009,U,15.795,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.3648717859324224,-0.7937636576131416
2007,F,17.758,11,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.48462388037329923,2.8952203066934588
2006,F,19.414,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0579510723414294,0.7592200559017813
2007,F,17.624,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.884065765502949,0.32061535591948676
2008,F,16.446,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.4424749313338104,0.5765290156198045
2009,F,15.666,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1.0867070152631308,-0.6000309131409294
2007,F,17.747,75,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,9,4,0,0,0,0,0,0,0,3,1.4819087576284107,-0.7303262768546399
2009,M,16.235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.5543945747002876,0.6949717645685445
2009,M,15.463,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-1.5420172980898734,0.3437128997457119
2008,M,17.202,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,-2.314017701066327,0.15516756312648722
2006,F,18.39,112,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,1.5133746203166432,-0.1423736271482371
2007,U,17.7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.8316734775229793,1.807654617357346
2007,F,18.064,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3749186450668955,-0.5777174155576876
2007,F,17.854,96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5428628753343355,0.8989387385006963
2008,F,17.185,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7358890985645438,0.1959406045553621
2009,F,15.795,9,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.0413715448353296,-0.47360895448812174
2008,M,16.307,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.6201540681813396,-2.1039312278640647
2009,F,15.797,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.0628419656519383,-0.29363807669829134
2006,F,18.623,61,6,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,-0.02708222497869959,-0.8449625369455833
2006,F,19.181,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.23214431565229696,1.0039729960294363
2008,F,16.758,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.6953936579490473,-0.3805544762873479
2008,F,16.906,18,0,2,0,0,4,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0.8033497770694737,-1.6037105522490738
2006,M,18.68,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,-2.1886084265936443,1.1124079656660146
2007,M,17.862,22,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.24482096433008,-0.9823873176463389
2009,F,15.795,23,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.5478962097141636,1.5850402736126796
2008,U,16.7435,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-0.7742719201978199,-1.4272697675280202
2008,F,16.7435,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,3,1.0603529358062058,-0.52437021005693
2007,F,18.442,64,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7235743556453116,0.1578649323457402
2007,F,17.7,7,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0.7641250564029843,0.08247424862825137
2007,F,17.514,35,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,3,1.2327285732407134,0.29112029723789656
2007,M,17.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.487348701054772,3.2237973113109155
2006,U,18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,-1.5083953400952343,0.37304729388611313
2008,U,16.7435,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.4333353021408943,-0.6777288218185867
2008,F,16.695,77,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,3,1.195104628410467,-0.28973155147075513
2009,M,15.726,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-2.600938450136982,0.351201502047293
2006,M,18.68,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.1982843542224186,-0.23761874414735132
2007,F,19.447,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,3,6,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0.1942016872066139,1.4511220162585106
2007,F,17.859,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,4,0,0,0,0,0,1,4,0,1,2,0,1,0,0,1,0,0,3,1.3248042058427754,-0.36828496954052065
2008,F,16.542,153,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,3,0,0,3,1,0,0,2,0,2,0,2,5,2,1,0,0,2,0,0,0,3,1.3647357793530883,-0.7360514454340354
2009,F,15.77,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0.4760497456598542,0.8502848139142074
2006,F,18.163,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.5753440618311572,1.1182136556260158
2008,M,17.098,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.765026833733551,-1.1812664951771488
2009,M,15.036,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.3951730699592972,-0.5261966043398207
2007,F,17.73,75,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.060964208044438056,-0.8622942903718678
2009,F,15.849,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2.4055284230099887,-1.2029463572918107
2006,F,19.091,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5986387312506618,0.361075293411231
2008,F,16.731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0.9961276866101304,-0.16939813430547296
2009,F,16.008,32,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.9756649143109625,-0.7340331821019447
2006,F,18.658,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.1521511487288734,0.6103336767501255
2009,F,15.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.2117859918034883,-0.09216309273315562
2006,M,18.694,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2.861370013205194,3.712250125042382
2007,F,17.437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.2058204598188378,-0.07272749615694793
2006,M,18.22,51,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.092101465383962,3.4178358866386445
2009,F,16.408,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.6288438807506906,-0.3462015470008356
2008,F,17.194,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7471025312306754,0.5980381216888319
2007,U,17.714,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-1.1313466646881019,-0.5198412286861215
2009,F,15.83,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5168439729734039,0.4714178395867439
2007,M,17.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.681668349069278,0.05096119518101944
2006,F,18.297,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,5,3,0,1,1,1,0,0,0,0,0,0,3,1.3405692049165518,0.46365637559140666
2008,F,16.7435,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0.557565484508608,0.40863538199215926
2006,F,18.68,27,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3,1.1402058506961952,-0.26421778746988667
2007,F,17.949,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.6097507099351835,0.8355917506468828
2009,F,15.214,39,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1.2219683230243996,-0.6065260706004614
2006,M,19.343,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.520980226883056,-0.7808063922332312
2008,F,16.23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.7380609727172389,-0.18769230680329282
2008,U,16.7435,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,-0.7668844884997659,-0.9221507704439788
2007,F,17.84,34,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0.7520339105699351,0.26503627555177256
2007,M,17.027,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.364560752276652,-0.12968977470778775
2008,M,17.213,13,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-3.1969844454062373,-0.27976813905946657
2008,M,16.339,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2.2733855005405146,0.04994554469610762
2009,F,15.57,27,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1.3217891957723125,-1.2471342004363395
2006,F,18.283,16,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,3,0.5596318046057065,0.34849286146549185
2006,M,19.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.799191018951184,1.2559738520408392
2009,M,15.795,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.643176169159488,-2.0588005564699983
2006,F,18.502,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.2728680946218809,-0.3781267537570226
2006,F,18.125,50,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0.779344455579576,-0.7880663639801128
2009,F,16.107,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,1.1771000831615688,-0.14104952577229118
2008,F,16.783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1.509431573631439,-0.01926995058530944
2008,F,16.537,75,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1.4677715780538791,-0.961146857281709
2007,F,17.744,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0770361119496448,0.13703683127162136
2009,F,15.28,41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.0547729249925473,-0.6694296367812504
2009,F,15.795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0312958167348354,0.09586122282811982
2009,M,16.26,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,1,0,0,0,1,7,0,0,5,0,2,0,0,2,0,0,0,0,0,0,1,-2.15872372636832,-0.46961367287252004
2009,F,16.151,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5405667077455896,0.644805685409743
2006,F,18.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.44526123453779426,0.39341468268173185
2009,U,15.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.9424289321860322,0.007059755578969874
2006,F,18.888,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1.2895663258568435,0.42110006673502687
2009,F,16.164,42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.9420279599005768,-0.21142497152760834
2008,U,16.7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.5118433804151847,-0.51495776684705
2007,F,17.832,18,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0.5313850353432352,0.41513576710034433
2007,F,17.558,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9627423888207968,-0.129911621904774
2008,M,17.073,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.532709617287356,0.4349347860589873
2008,F,16.419,79,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.181581389336833,-1.2385820249307467
2007,F,18.053,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19554591712767375,0.6892573123669888
2007,U,17.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,-0.7358950956446565,-0.5976280236204705
2008,F,16.296,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,4,3,0,0,0,0,3,0,3,0.7342354871824727,-0.4339703510795706
2009,F,15.844,17,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1.0698955439103763,-0.8603265530045966
2008,U,16.52,59,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2.2750123006184833,-2.207098901631509
2008,F,18.059,52,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.612766046572129,-0.33312575481963635
2007,M,17.651,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,-2.2836783575826782,0.42435500082742916
2008,F,16.827,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8893012495073523,-0.03176421898234122
2008,F,16.7435,41,0,0,0,0,2,0,0,0,0,0,1,8,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8203128050360815,0.1960074595032804
2006,F,18.932,43,1,2,0,1,0,0,0,3,0,1,1,3,2,0,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,0.05599328449672112,0.39420878652966357
2007,U,17.936,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.8323525810135601,0.6484828307063198
2008,F,18.22,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.5627168447017832,0.25471437190936874
2007,M,18.19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.4162298435902665,0.03439509250227376
2007,F,17.78,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0.2870684855667003,2.610225230958762
2006,F,18.524,10,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.3948573885850855,0.056797931877306196
2009,F,15.368,5,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.32764669960130444,2.3489350807084945
2006,F,18.891,28,1,3,1,1,1,1,2,2,1,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,-0.0980708784590168,-0.0779726484977886
2006,F,18.924,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19848420858693436,1.367410615624196
2007,F,17.766,14,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0.31938775000126945,-0.16092213111925202
2007,M,17.758,20,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.257441528172361,-1.6055632356449254
2008,U,16.7435,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-1.8346851687740686,0.07706912193317499
2007,F,18.16,30,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,1.0104190607055838,-1.4367246554211195
2009,F,15.795,15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.5320915803079938,-0.029267427912225436
2006,F,19.094,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.4764870882972983,1.32908261546297
2007,F,17.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.48197532726793485,2.156180781319499
2006,M,18.79,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2.8103933926530567,1.9358189919653006
2007,F,18.064,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.07140224931379668,3.3214019008811557
2009,F,18.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.065091605934855,0.5487939506520211
2006,F,18.68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3982335093476261,0.5064002659261244
2009,F,15.461,14,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,3,0.9545801467508056,-0.03608744460094049
2006,F,18.809,7,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,1,2,0,0,0,3,0.8932500758477668,-0.6857024466810345
2009,M,15.967,0,3,3,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,3,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,1,0,1,-2.4954825238770812,-0.9431532855788771
2009,F,15.546,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,3,1.1123534840284475,-0.1113936426788177
2009,M,15.795,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,-1.1224540225232758,-0.7592837186238937
2007,M,17.057,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,3,1,1,0,0,0,0,0,1,-1.6685536236495633,-1.1498244648802443
